ArtistName,ArtistNationality,ArtistBornCountry,ArtistBornYear,ArtistDeadYear
Vladimir Meshkov,,,,
Alisa Poret,,,,
Nina Soboleva,,,,
Liubov’ Tagrina,,,,
Mikhail’ Tsybasov,,,,
Konstantin Vakhremeev,,,,
Sofia Zaklikovskaia,,,,
Pavel Zal’tsman,,,,
Robin Crozier,Dutch,,,
Geurt van Dijk,Dutch,,,
Ken Friedman,Dutch,,,
Woody van Amen,Dutch,,,
Robert Jacks,American,,,
Wim Gijzen,,,,
Hans Eijkelboom,Dutch,,,
Ad Gerritsen,Dutch,,,
Klaas Gubbels,Dutch,,,
Tommy Mew,American,,,
Elizaveta Dorfman,,,,
B. Tatarinov,,,,
Evgeniia Evenbakh,,,,
Various Unknown Artists,,,,
David Buryshkin,Nationality Unknown,,,
The Decorative Arts Institute,,,,
Mstislav Dobuzhinskii,,,,
Duplitskii,,,,
Izoram,,,,
Boris Kustodiev,,,,
Vladimir Lebedev,,,,
Sarra Lebedeva,,,,
Mikhail Matiushin,,,,
The October Brigade,,,,
Proletkult,,,,
Leningrad,,,,
David Shterenberg,,,,
N. A. Trotskii,,,,
Sergei Chekhonin,,,,
Vladimir Chembers,,,,
Aleksandr Iakovlev,,,,
Sergei Sudeikin,,,,
Nikolai Kul'bin,,,,
A. A. Nikolaev,,,,
N. M. Siniagin,,,,
Liudmila Shmit-Ryzhova,,,,
Evgenii Vashchenko,,,,
A. Gribatnikov,Russian,,,
Nikolai Grigoriev,,,,
I. Mikhel'son,,,,
N. Semenov,,,,
Georgii Iakulov,,,,
Nadezhda Burliuk,1886–1917,,,
Sergei Bobrov,,,,
Nadezhda Liubavina,,,,
Sergei Poliakov,,,,
Futuristy ""Gileia"",,,,
Moscow-Kherson",,,,
Sandro Fazini,,,,
V. Ul'ianishchev,,,,
Georgii Zolotukhin,,,,
Aleksandr Lopukhin,,,,
Fedor Platov,,,,
Aristarkh Lentulov,,,,
E. Ravdel,,,,
A. Slavin,,,,
N. Tsitskovskii,,,,
Vitalii Usenko,,,,
Leonid Golubev-Bagriaporobnii,,,,
Vera Mukhina,,,,
N. K.,,,,
Igor' Terent'ev,,,,
Lado Gudiashvili,,,,
W. Baxter,,,,
Valentina Khodasevich,,,,
Liverii Bazankur,,,,
Boris Erdman,,,,
N. Bugoslavskaia,,,,
D. El'kina,,,,
A. Kurskaia,,,,
Aleksandr Volkov,,,,
Aleksei Ganin,,,,
Vasilii Komardenkov,,,,
Hryhorii Bondarenko,,,,
Grigorii Miller,,,,
Boris Zenkevich,,,,
M. Andreevskaia,,,,
D. Fedorov,,,,
Illarion Pleshchinskii,,,,
N. S. Shikalov,,,,
Vera Vil'koviskaia,,,,
Michael Harvey,,,,
A. Vabbe,,,,
Maria Lagorio,,,,
Vasilii Masiutin,,,,
N. Borovkov,,,,
A. Nikitin,,,,
V. Zhmurov,,,,
N. Istselennov,,,,
Konstantin Rotov,,,,
Zlatko Prica,,,,
Viacheslav Pakulin,,,,
Mikhail Sokolov,,,,
Aleksandr Arnshtam,,,,
Georgii Noskov,,,,
A. Paramonov,,,,
Sergei Pozharskii,,,,
V. I. Pozharskii,,,,
L. Ridiger,,,,
Boris Ender,,,,
Louis Bouquet,French,1885-1952,,
Morillon,French,,,
Misztrik De Monda,Russian,,,
Félix Del-Marle,,,,
Mikhail Tarkhanov,,,,
Nikolai Tikhonov,,,,
Mary Wykeham,British,,,
Julien Trevelyan,British,,,
Charles Salisbury,British,,,
D. M.,,,,
Nikolai Alekseev,,,,
Jean Mohler,French,,,
Ivan Manatiev,,,,
Vadim Falileev,,,,
Petr Konchalovskii,,,,
Aleksei Morgunov,,,,
N. Rozenfel'd,,,,
Svetlov,,,,
Vera Aleksandrova,,,,
Vasilii Chekrygin,,,,
Vera Pestel,,,,
Sergei Romanovich,,,,
A. Anatolev,,,,
Aleksei Kravchenko,Russian,,,
M. Litvak,,,,
Mikhail Babenchikov,,,,
Boris Titov,,,,
Aleksei Baev,,,,
Carlo Gozzi,,,,
Boris Grigor'ev,,,,
Ivan Bilibin,,,,
F. Bacon,British,,,
Aleksei Levin,,,,
B. Timov,,,,
G. Riftin,,,,
Nikolai Denisovskii,,,,
K.E.B.,,,,
Anna Ostroumova-Lebedeva,,,,
Sophie Lissitsky,,,,
Viacheslav Ivanov,,,,
Vladimir Roberg,,,,
Ivan Rerberg,,,,
Carl Otto Czeschka,,,,
Iurii Sadylenko,,,,
Hr. Dubyns'kii,,,,
Lev Kaplan,,,,
Mykhailo Shcheglov,,,,
Marko Kyrnars'kyi,,,,
Gennadii Epifanov,,,,
Valerian Dvorakovskii,,,,
A. Radishchev,,,,
Leonid Khyzhins'kyi,,,,
Sofiia Nalepins'ka,,,,
Vasyl' Kasiian,,,,
I. Shlepianov,,,,
Zinovii Gorbovets,,,,
E. Rozhdestvenskaia,,,,
Unknown photographer,,,,
Evgenii Lansere,,,,
André Collot,French,,,
R. Kh.,,,,
I. I. Brodskii,,,,
A. Fedorski,,,,
Vladimir Roskin,,,,
Nikolai Andreevich Tyrsa,Russian,,,
E. S. Minin,,,,
Pavel Sil'vanskii,,,,
Boris Fridkin,,,,
Vserossiiskii soiuz poetov,,,,
Moscow,,,,
Meer (Mark) Aksel'rod,,,,
Lucio Del Pezzo,,,,
Dmitrii Sobolev,,,,
Aleksandr Surikov,,,,
Vera Ivanova,,,,
P. Kharybin,,,,
Ir Shtemberg,,,,
K. Zotov,,,,
Aleksandr Deneika,,,,
G. Krastashevskii,,,,
Boris Voronetskii,,,,
Louis Favre,French,,,
B. Zhukov,,,,
G. Roslov,,,,
Georgii Fisher,,,,
Grigorii Gidoni,,,,
Volodymyr Bobryts'kyi,,,,
Mykola Kalmykov,,,,
Vasyl' Picheta,,,,
Issacher Ber Ryback,,,,
L. E. Chirikov,,,,
Georgi Shlikht,,,,
Vladimir Michailovich Konashevich,Russian,,,
Oleksii Marenkov,,,,
Aleksei Den'shin,,,,
Varvara Alexandrovna Rodchenko,Russian,,,
V. Kovrigin,,,,
Aleksandr Liubimov,,,,
Nikolai Lavrent'ev,Russian,,,
V. Gruental,Russian,,,
Varvara Stepanova,,,,
Grigorii Zimin,,,,
T. Balaginaia,,,,
Vladimir Favorskii,,,,
Ivan Padalka,,,,
Vasyl' Krychevs'kyi,,,,
Oleksii Usachov,,,,
Evgen Mei,,,,
Nikolai Aseev,,,,
Serhii Borovyi,,,,
Iukhym Mykhailiv,,,,
L. Horokh,,,,
K. Turganov,,,,
Oleksandr Dovgal',,,,
Mariia Kotliarevs'ka,,,,
Evgeniia Spas'ka,,,,
B. K.,,,,
Mykola Pavliuk,,,,
Iu Kri'd'n,,,,
H. S. Hural'nik,,,,
W. Mehl,,,,
M. E.,,,,
O. Ruban,,,,
P. Moskalenko,,,,
Moisei Fradkin,,,,
V. A. Horovyts,,,,
A. Rozanova,,,,
Henri Laurens,. 1886–1966,,,
Le Degré Quarante et Un (Iliazd),,,,
Camille Bryen,. 1886–1966,,,
M. Kraian,,,,
Vasyl' Sedliar,,,,
Mykola Kriukov,,,,
Vasyl' Atamaniuk,,,,
Ia Rudens'kyi,,,,
P.A.F.,,,,
E. Shol'te,,,,
Mark Severin,Nationality unknown,,,
Andrei Gippius,,,,
Henri Floury,,,,
Tat'iana Mavrina,,,,
A. Smolianskii,,,,
Aleksandr Tyshler,,,,
L. Epple,,,,
Georgii Narbut,,,,
M. A. Zelikson,,,,
Vs. Filippov,,,,
N. Shebuev,,,,
Aleksei Grishchenko,,,,
Grete Wolf-Krakauer,Nationality unknown,,,
Karel Teige,,,,
Maurice Barraud,French,1896-1954,,
Rodolphe-Théophile Bosshard,French,1883-1943,,
Marie Laurencin,French,,,
Edouard-Léon-Louis Edy-Legrand,,,,
Jean Berque,French,1896-1954,,
Alfred Lombard,French,,,
Librairie de France,,,,
Auguste Herbin,. 1886–1966,,,
E. A. Brylov,,,,
L. Marval,French,,,
Maurice de Vlaminck,,,,
Pierre Falké,,,,
V. M. Elin,,,,
L. Roy,French,,,
Alain Jans,French,,,
Maurice Delcourt,French,,,
Richart Gheym,Nationality unknown,,,
Andronova,,,,
Raspopina,,,,
Sigina,,,,
Alfred Leslie,,,,
Nisson Shifrin,Russian,,,
P. Suvorov,Nationality unknown,,,
Natan Vengrov,,,,
Cadavre Exquis,French,,,
Disney Studios,American,,,
Nancy Genn,American,,,
Yoshio Yoshida,Japanese,,,
Mark Rothko,American,Latvia,,
Theo Wujcik,American,1936-2014,,
Georgiy Teptsov,Russian,,,
Boris Vako,Russian,,,
Jack Roth,American,1927-2004,,
Thomas Mukarobgwa,Zimbabwean (then Southern Rhodesia,,,
Felix Klee,German,,,
Antonin Heythum,American 1901–1954,,,
Hugh Townley,American,1923-2008,,
Jacques Hayet,Nationality unknown,,,
Los Carpinteros,Cuban,,,
David Deahl,American,,,
Adrian Siegel,American,,,
Arnold von Borsig,German,,,
Paul Carter,American,,,
Bertall & Cie.,French,,,
Stanley T. Clough,American,,,
Leopoldo and Guiseppe Alinari,Italian,,,
British War Office,,,,
Southworth and Hawes,American,,,
Prefecture of Police,,,,
Braun et Compagnie,French,,,
D. Constantin,Greek,,,
Colin Murray,British,,,
H. B. Nichols,American,,,
Hein Gravenhorst,German,,,
W. E. Macnaughtan,American,,,
Declan Haun,American,,,
Herbert E. Grier,,,,
Kenneth J. Germeshausen,,,,
U.S. Army Signal Corps,American,,,
W.H.L. Skeen and Company,British,,,
E. Durand,French,,,
Tony Marciante,American,,,
Nikolai Kuleshov,Russian,,,
Edwin Locke,American,,,
Kosti Ruohomaa,American,,,
H. Y. Sümmons,American,,,
Dudley Lee,American,,,
James Robertson,British,,,
Théophile Jaquen,French,,,
P. Petersen,Swedish,,,
Harry W. Batz,American,,,
Charles Schenk,American,,,
A. F. Sherman,American,,,
Michael Sigrin (formerly Michael Emanuel Cohen),American,,,
Robert Bononno,American,,,
Farrell Grehan,American,,,
George J. Fenwick,British,,,
Greg MacGregor,American,,,
Charles Damiano,British,,,
Kristen Corinne Masri,American,,,
Hans Brand,German,,,
Clements,American,,,
William Henry Holmes,American,,,
Sergei Gitman,Russian,,,
C.N. and Company,British,,,
Walter Kindler,,,,
Franziska Krammel,,,,
Michael Epp,,,,
Saint-Edme,French,,,
E. Thiebault,French,,,
E. Maunoury,French,,,
Franck,French,,,
L. Pierson,French,,,
Erwin,French,,,
G. M. Lege,French,,,
J. Deplanque,French,,,
Dagron & Cie.,French,,,
Emile Bondonneau,French,,,
Grosset & Trembley,Swiss,,,
Photographie Modèle,French,,,
Loescher & Petsch,German,,,
A. Graves & Cie.,French,,,
Le Jeune,French,,,
W. & D. Downey,British,,,
L. Crenuere & Cie.,French,,,
Bacard Fils,French,,,
Otto & Fiere,French,,,
Boissonas,Swiss,,,
F. Armbruster,Nationality unknown,,,
Ferdinand Mulnier,French,,,
M. Berthaud,French,,,
Lege & Bergeron,French,,,
Carlo Naya,,,,
Hansi Durlach,American,,,
R.J. Waters & Co.,American,,,
Aoki Toshio,,,,
Tofik Shakhverdiev,Russian,,,
Chikuchi Toshio,,,,
Hajime Daito,Japanese,,,
Hideji Furukawa,Japanese,,,
Anton Schranz,Nationality unknown,,,
Susumu Higuchi,Japanese,,,
Koyo Hosoi,Japanese,,,
Takeichi Hotta,Japanese,,,
Goro Ike,Japanese,,,
Les Krims,American,,,
Hatsuo Ikeuchi,Japanese,,,
Lady Hawarden,,,,
Shuji Ishii,Japanese,,,
Mercer,British,,,
Eizi Kanbayashi,Japanese,,,
Eiichiro Katayama,Nationality unknown,,,
Jinkichi Koga,Japanese,,,
Stephen R. Fitch,American,,,
Suirei Kubota,Japanese,,,
Shoichi Makino,Japanese,,,
Krissy Clegg,,,,
Fujio Matsugi,Japanese,,,
(Siegfried Klein) Khasaq,,,,
Takeo Nagasawa,Japanese,,,
Hajime Ohigashi,Japanese,,,
Obikawa Seijiro,,,,
Kinsuke Shimada,Japanese,,,
Yoshio Suzuki,Japanese,,,
Hajime Tsuchisaki,Japanese,,,
Yukichi Watabe,Japanese,,,
Koji Yamada,Japanese,,,
Ken Yanome,Japanese,,,
Chuji Yao,Japanese,,,
Chuji Yasui,Japanese,,,
William Kriz,American,,,
Louis Rousseau,French,,,
Ernest Lawton (?),British,,,
A. Le Blondel,French,,,
Charles Boily,French,,,
John Claude White,British,,,
P. A. Miller,American,,,
Gilles-Louis Chrétien,French,,,
George Demeny,,,,
Robert Mottar,American,,,
Maull and Polyblank,British,,,
G. B. Gething,British,,,
Henri Plaut,French,,,
F. A. Renard,French,,,
Léon Gérard,French,,,
H. Scott Orr,British,,,
Rolf Petersen,Swedish,,,
Edme Quenedey,French,,,
John Ross,American,,,
P. Riffaut,French,,,
Ferry's Art Gallery,American,,,
R. S. De Lamater,American,,,
Camille Bernabé,French,1808?,,
Gale,American,,,
3rd,,,,
Caldecot Chubb,American,,,
William B. Suttle,American,,,
John Moore,American,,,
Lucia Moholy,British,Republic,,
A. Foncelle,French,,,
Enrico Sarsini,Italian,born1938,,
Irving Austin,American,,,
Mikhail Razulevich,Russian,,,
Margaret DeM Brown,American,,,
John M. Dillon,American,,,
Douglas Wadden,American,,,
Glenn A. Davis,,,,
G. Karquel,French,,,
Taupin,French,,,
Pettus Kaufman,Nationality unknown,,,
J. T. Snyder,,,,
U.S. Geological Survey and NASA,American,,,
Surveyor III,,,,
Robert Walch,American,,,
Carmel E. Vitullo,American,,,
Gregory Rukavina,American,,,
Jean Boucher,French,,,
Bjorn G. Breitholtz,Swedish,,,
Yoshiyuki Iwase,Japanese,,,
Akira Kono,Japanese,,,
Sugeru Kume,Japanese,,,
Fumiko Miki,Japanese,,,
Juichi Nagano,Japanese,,,
Yoshinobu Nakamura,Japanese,,,
Kim Steele,American,,,
Haruzo Ohashi,Japanese,,,
Kenjiro Sekiguchi,Japanese,,,
Sumi Sonobe,Japanese,,,
Yudio Tabuchi,Japanese,,,
Shisui Tanahashi,Japanese,,,
Kaworu Usui,Japanese,,,
John L. Dunmore,American,,,
Senzo Yoshioka,Japanese,,,
Berndt Klyvare,Swedish,,,
Payne Jennings,British,,,
Dennis Anderson,American,,,
P. H. Caswell,American,,,
Marshall Hall,American,,,
T. F. Goodall,British,,,
B. B. Mccormick,Nationality unknown,,,
St. Armand,American,,,
John W. Church,American,,,
Ming Smith,American,,,
Arthur Soll,American,,,
André Grossman,German,,,
David Avison,American,,,
Alfred Seiland,Austrian,,,
Keith James Aulik,Nationality unknown,,,
Gerhard H. Bakker,American,,,
Clarence Lincoln Block,Nationality unknown,,,
Mildred Leo Clemens,Nationality unknown,,,
Sam Cocomise,Nationality unknown,,,
E. Earl Curtis,,,,
Hal Davidson,American,,,
Victor De Palma,Nationality unknown,,,
Edward Enlin,American,,,
Walker Farynk,Nationality unknown,,,
Henry G. Flannery,American,,,
Q. O. Gilbert,Nationality unknown,,,
Elizabeth Harding,Nationality unknown,,,
Robert Ingram,Nationality unknown,,,
Jean Jackson,Nationality unknown,,,
Luis Lemus,American,,,
Betty Clark Little,American,,,
J. W. McManigal,American,,,
Zell Mabee,Nationality unknown,,,
Joe Munroe,American,,,
Roi Partridge,American,,,
Henry B. Robertson,American,,,
Edward Steichen,,,,
Henry Rosling,British,,,
John C. Rogers,Nationality unknown,,,
Ralph Samuels,American,,,
Gilbert H. Seaver,American,,,
Orville Logan Snider,Nationality unknown,,,
Rolf Tietgens,Nationality unknown,,,
Walter G. Treadwell,American,,,
Harriet M. Veissi,Nationality unknown,,,
E. K. Waters,American,,,
Ernest Weissman,Nationality unknown,,,
Kipton Kumler,American,,,
Ronald Nameth,American,,,
William Betsch,American,,,
J. E. van Lint,Dutch,,,
Hiroshi Yamazaki,Japanese,,,
Bob Beerman,American,,,
Walter Lippincott Goodwin,American,,,
Musya Sheeler,American,,,
Acme News Pictures,,,,
Alex Anderson/The New York Times,Nationality unknown,,,
Associated Press,,,,
Dan Grossi/Associated Press,Nationality unknown,,,
William H. Gallagher/Associated Press,Nationality unknown,,,
Automatic Camera/Photomaton,,,,
Bangs Studio,,,,
Bettmann/United Press International,,,,
Blackstar Publishing Co.,Nationality unknown,,,
British Official Radiophoto/The New York Times,,,,
Camera Arts Studios,,,,
Pat Candido/The New York Daily News,Nationality unknown,,,
Peter Carroll/Associated Press,Nationality unknown,,,
Alan Chin,Nationality unknown,,,
Committee on Public Information,,,,
London Daily Mirror,,,,
Suzanne De Chillo/The New York Times,Nationality unknown,,,
Tzarskoe Selo C.E. de Hahn & Co.,,,,
Doty/Times Wide World Press,Nationality unknown,,,
Fairchild Aerial Surveys,,,,
Berlin Foto Senneke,,,,
Fotograms,,,,
Fox News,,,,
French Pictorial Service,,,,
Eddie McGovern,Nationality unknown,,,
Fred Hansen/Pacific and Atlantic Photos,Nationality unknown,,,
Harris & Ewing/Times World Wide Photos,American,,,
Albert Hilsher/Times Wide World,Nationality unknown,,,
Hoffman/International Press Studio,,,,
International Film Service Company/Hearst,,,,
International News Photo,,,,
International Newsreel,,,,
Lechner/The New York Times,,,,
Franz Lowy/Times Wide World,Austrian,,,
Arturo Mari/L'Osservatore Romano,Italian,,,
Medem Photo Service,Nationality unknown,,,
Ministere De La Guerre,Nationality unknown,,,
Yasuki Nagao/United Press International,Japanese,,,
NASA,American,,,
The New York Daily News,,,,
The New York Times Studio,,,,
Cal Osbon,American,,,
Pacific & Atlantic Photos,Active 1921–1932,,,
Bill Parsons / Nancy Palmer Agency,Nationality unknown,,,
The Pictoral News Company,,,,
Press Illustrating Company,,,,
Presse Bild Zentrale,,,,
Moscow Presse Cliche,,,,
Radio Corporation of America,American,,,
Red Cross Institute for Crippled and Disabled Men,,,,
Rollins/Associated Press,Nationality unknown,,,
Alex J. Rota/The New York Times,Nationality unknown,,,
Reuters,,,,
Henry Ruschin,,,,
J.C.P. Skottowe/Times Wide World Photos,American,,,
Dana Stone/United Press International,Nationality unknown,,,
Stork Club News Service,,,,
Stroop Report,Nationality unknown,,,
Paul Thompson,American,,,
Times Photo Service,,,,
Topical Press Agency,,,,
United Press International,,,,
U.S. Army Air Force,American,,,
U.S. Coast Guard,American,,,
Westinghouse Electric & Mfg. Co.,American,,,
Yerkes Observatory,,,,
Abraham Zapruder / Life Magazine,American,,,
Time Inc.,,,,
Willson Y. Stamper,Nationality unknown,,,
Mabelle Richardson,Nationality unknown,,,
Glen Baxter,British,,,
Kristians Tonny,Dutch,,,
Etiènne Elias,Belgian,,,
Axel Cassel,French,,,
Ken Danby,Canadian,,,
Steve Barraclough,British,,,
Elfi Schuselka,Austrian,,,
Sipke Huismans,Dutch,,,
Jesus Morales,Mexican,,,
Roman Scheidl,German,,,
Alexander Z. Kruse,American,,,
Hermann Glockner,German,,,
Michael Heindorff,German,,,
Vera Bocayuva Mindlin,Brazilian,,,
Honoré Daumier,French,,,
Maria Bonomi,Brazilian,,,
Guillaume Le Roy,Dutch,,,
Davi Det Hompson,,,,
Ann Fessler,,,,
Charles Brohawn,,,,
Chris Mason,,,,
Cliff Baldwin,,,,
Robert Conover,American,,,
Robert Storr,,,,
István Szony,Hungarian,,,
Miguel Hector Bresciano,Uruguayan,,,
Kunihiro Amano,Japanese,,,
Aida Carballo,Argentine,,,
Martin Bradley,British,,,
Bernard Cheese,British,,,
Henry Cliffe,British,,,
José Alfonso Cuni,Nationality unknown,,,
Samuel Halpert,American,,,
John Griffiths,British,,,
Bernard Steffen,American,,,
Julia Thecla,American,,,
Richard A. Florsheim,American,,,
Victor Delhez,Belgian,,,
Harold Weston,American,,,
Beatrice Grover,Nationality unknown,,,
Luke Gwilliam,American,,,
Ezio Gribaudo,Italian,,,
Cyril H. Barnes,American,,,
Václav Vytlacil,American,,,
Anthony Harrison,British,,,
Jacob Pins,German,,,
Dietrich Sayler,Romanian,,,
Arinori Ichihara,Japanese,,,
Hosoda Masayoshi,Japanese,,,
Vija Celmins,,,,
Gustave Singier,Nationality unknown,,,
KP Brehmer,,,,
Ohmae Hiroshi,Japanese,,,
Gino Marotta,Nationality unknown,,,
Eric Fischl,,,,
Desiderio Hernández Xochitiozín,Mexican,,,
Oskar Bangemann,,,,
K.O.S. (Kids of Survival),founded 1982,,,
Kobayashi Riichiro,Japanese,,,
Harry Disberg,Dutch,,,
Shigeru Kimura,Japanese,,,
A. Becker,German,,,
Wim Noordhoek,Nationality unknown,,,
Robert Savoie,Nationality unknown,,,
Michael Podulke,American,,,
Naganuma Koichi,Japanese,,,
Akiko Shirai,Japanese,,,
Henry George Keller,American,,,
Robert Joseph Hettel,American,,,
Marco Richterich,Swiss,,,
Anne Steele Marsh,American,,,
Valdemar H. Elenbaas,Dutch,,,
Roger Hollenbeck,American,,,
Paul Peter Piech,American,,,
Michael Rothenstein,British,,,
Jenny Roed,German,,,
Umberto Raponi,Nationality unknown,,,
Barbara Olmsted,Nationality unknown,,,
Daniel den Dikkenbboer,Dutch,,,
Luis Mazzey,,,,
Georges de Zayas,Mexican,,,
Murai Masanari,Japanese,,,
Lazar Vujaklija,Yugoslav,,,
Arthur Levine,American,,,
Hodaka Yoshida,Japanese,,,
Gary Hincks,born 1949,,,
G. John Friedlander,American,,,
Calvin Sumsion,,,,
Anders Zorn,Swedish,,,
Kathleen Lindsley,,,,
Giorgio Bompadre,Italian,,,
Herbert Carroll Cassill,American,,,
Hildegarde Haas,American,,,
Wout van Heusden,Dutch,,,
Milton Hirschl,American,,,
Kate Greenaway,,,,
Gertrude Quastler,American,,,
Sidney Jack Hurwitz,American,,,
Sylvia Wald,American,,,
Yoo Kang Yl,Korean,,,
Christof  Kohlhöfer,,,,
Prunella Clough,British,,,
Roland Kempe,Swedish,,,
Umberto Giangrandi,Colombian,,,
Françoise Desnoyer,French,,,
Norman Ackroyd,British,,,
Judith Rothschild,American,,,
David Ben Shaul,Israeli,,,
Axel Olson,Swedish,,,
Alberto Garcia Maldonado,Mexican,,,
Roger Chailloux,Dutch,,,
Rolf Curt,German,,,
Gianfranco Ferroni,Italian,,,
Jean Le Moal,French,,,
Kenneth Kilstrom,American,,,
Michael Train,American,,,
Maximilian Luce,French,,,
Gerhard Hoehme,German,,,
Robert Emmett Müller,American,,,
Emilio Ortiz,Mexican,,,
Sheri Martinelli,American,,,
Frank K. Bacher,,,,
Leo Katz,American,,,
Gabriele Evertz,American,,,
Helen Gilbert,American,,,
James Gross,American,,,
Paul Heald,American,,,
James Juszczyk,American,,,
Martha Keller,American,,,
Katinka Mann,American,,,
Nancy Manter,American,,,
Mary Obering,American,,,
Joan Webster Price,American,,,
Raquel Rabinovich,American,,,
Irene Rousseau,American,,,
Wilfred Graf Schwerin Von Krosigk,American,,,
Peter Stroud,American,,,
Mac Wells,American,,,
Stephen Westfall,American,,,
Kenneth Bushnell,,,,
Jean Cohen,American,,,
Ruth Eckstein,American,,,
Robert Beaven,American,,,
Dale Rogers,American,,,
Sidney Shapiro,American,,,
John Wallace,Canadian,,,
David Black,Nationality unknown,,,
Ned Griner,Nationality unknown,,,
Charles Huffman,Nationality unknown,,,
Rachel Kemper,Nationality unknown,,,
John Laurent,American,,,
Jerrold Maddox,Nationality unknown,,,
Jean Margolin,Nationality unknown,,,
Erwin De Vries,Dutch,,,
Sydney Drum,Canadian,,,
Weissauer,Nationality unknown,,,
Jeffrey Ingram Stone,,,,
Alberico Morena,Italian,,,
Angel Abreu,,,,
Sylvia Gosse,British,,,
Katsuro Yoshida,Japanese,,,
Josef Felix Muller,Nationality unknown,,,
Museum Folkwang,,,,
Rudolf Schoofs,German,,,
Albin Brunovsky,Slovak,,,
Giacomo Soffiantino,Italian,,,
Fanny Rabel,Mexican,,,
Luktak,Canadian,,,
Charles Quest,American,,,
Piero Guccione,Italian,,,
Lambert Maria Wintersberger,,,,
Rolf Sandquist,Nationality unknown,,,
Alexander Brodsky,Russian,,,
Ilya Utkin,Russian,,,
Jeanne Bardey,French,1872-1954,,
Ernest S. Lumsden,British,,,
Ronni G. Solbert,American,,,
André Minaux,French,,,
Bruce Pearson,American,,,
Uhry,French,,,
Lynne Yamamoto,Nationality unknown,,,
Lucien Day,American,,,
Pedro Alcantara,Nationality unknown,,,
Luis (López Loza) López,Mexican,,,
Luis Guevara Morena,Nationality unknown,,,
Juan Antonio Roda,Colombian,,,
Roberto Donis,Nationality unknown,,,
Georges Papazoff,Bulgarian,,,
Abraham P. Hankins,American,,,
Max Arthur Stremel,German,,,
Jean Hugo,French,,,
Magali Lara,Mexican,,,
Robert Riggs,American,,,
Gerald Wilde,British,,,
Mordechai Avniel,Israeli,,,
Frederick Knecht Detwiller,American,,,
Chizuko Yoshida,Japanese,,,
Gaetano Pompa,Italian,,,
Perez Celis,Argentine,,,
Toshi Yoshida,Japanese,,,
Roland Cabot,Brazilian,,,
Miriam Chiaverini,Nationality unknown,,,
Carlo Alfano,Italian,,,
José Gamarra,Uruguayan,,,
Wolfgang Dahnke,Nationality unknown,,,
Jóhanna Boga,Icelandic,,,
Alexandra Nikolaevna Jacobson,Russian,,,
Knud Jans,Danish,,,
Johs Jensen,Danish,,,
Niels Jensen,Danish,,,
Bago Nielsen,Danish,,,
Axel Wilmar,Danish,,,
Pablo Burchard,Chilean,,,
Paulina Wallenberg-Olsson,,,,
Elise (Elise Seeds Armitage),American,,,
Luigi Spacal,Italian,,,
Paul Landacre,American,,,
Newcombe,Nationality unknown,,,
Eugenio Tellez,Chilean,,,
Alda Maria Armagni,Argentine,,,
Mario Toral,Chilean,,,
Oskar Dalvit,Swiss,,,
Bert Gerresheim,German,,,
Roberto Fasola,Italian,,,
Benni Efrat,Israeli,,,
Victor Semenovich Vilner,Russian,,,
Christian Kruck,German,,,
Hermano José Guedes,Brazilian,,,
Bart Boumans,Dutch,,,
Fernando Maza,Argentine,,,
Karen Kunc,American,,,
Agenore Fabbri,Italian,,,
Walter Marques,Brazilian,,,
Karl Bauer,German,,,
Norma G. Morgan,American,,,
Ana Maria Moncalvo,Argentine,,,
Fuller Griffith,American,,,
Eduardo Vilches,Chilean,,,
Albert Besnard,French,1849-1934,,
Martin Jackson,American,,,
Muirhead Bone,British,,,
Max Kahn,American,,,
Peter Mussfeldt,Ecuadorian,,,
Jonah Kinigstein,American,,,
Alicia Orlandi,Argentine,,,
David Peretz,Nationality unknown,,,
Christian Fossier,French,,,
John Chick,American,,,
Theodore Chassériau,French,,,
Alice Trumbull Mason,American,,,
Leonardo Rosa,Nationality unknown,,,
Byron McClintock,American,,,
Edward Millman,American,,,
Humberto Jaime Sanchez,Venezuelan,,,
Maurice Rheims,,,,
Jorge Guillermo Luna Ercilla,Argentine,,,
Raymond Jordan,American,,,
Frans van der Steen,Dutch,,,
Henry Mark,American,,,
Gérard Deschamps,French,,,
Francis Dufrêne,Nationality unknown,,,
Leona Pierce,American,,,
Philip Platt,American,,,
Felice Casorati,Italian,,,
Leon Appelbaum,American,,,
Mirko,Italian,,,
Caroline Lucas,American,,,
Ferdinand Springer,German,,,
Mateo Manaure,Venezuelan,,,
Daniel Zelaya,Argentine,,,
Roman Black,Nationality unknown,,,
Laurence Daws,Australian,,,
Fernando Szyszlo,Peruvian,,,
John Talleur,American,,,
Raul Meel,Estonian,,,
Keith Vaughan,British,,,
Frank Wallace,American,,,
Luchita Hurtado,Mexican,,,
Frederick O'Hara,,,,
Jack Garver,American,,,
Milton Babbitt,,,,
Earl Brown,,,,
Sylvano Bussotti,,,,
Vladimir Ussachevsky,,,,
Bülent Arel,,,,
Lolita Zikmane,Russian,,,
Ruth Gikow,American,,,
Kyu-Baik Hwang,Korean,,,
Margaret Harris,American,,,
Rolf Iseli,Swiss,,,
Louis Malteste,Nationality unknown,,,
R. Ménard,Nationality unknown,,,
Denis Vergin,Haitian,,,
Arnold Lafontant,Haitian,,,
Lusimond Merelus,Haitian,,,
Paul Balluriau,French,1860-1917,,
