ArtistName,ArtistNationality,ArtistBornCountry,ArtistBornYear,ArtistDeadYear
F. Rubes,nationality unknown,,,
H. Pinparra,nationality unknown,,,
Richard Schadewell,German,,,
Martha Wilson,,,,
Atelier,British,,,
Brian Buczak,,,,
Peter R. Meyer,,,,
Anonymous,,,,
Bob Grimes,American,,,
Kim Berman,South African,,,
Tinus Boshoff,South African,,,
Chris Diedericks,,,,
Bronwen Findlay,South African,,,
Alex Flett,Scottish,,,
Penny George,South African,,,
Nyaniso Christopher Lindi,South African,,,
Joseph Madisia,Namibian,,,
Osiah Masekoameng,South African,,,
Martin Moratillo,Peruvian,,,
Gabisile Nkosi,South African,,,
Carmen Perrin,Peruvian,,,
Sthembiso Sibisi,South African,,,
Vukile Teyise,South African,,,
Dominic Thorburn,South African,,,
Yusuf Vahed,South African,,,
Amira Wasfy,Egyptian,,,
Nhlanhla Xaba,South African,,,
Mduduzi Xakaza,South African,,,
George Maciunas,,,,
Aaron Kuriloff,,,,
Geoffrey Hendricks,,,,
Don Lauffer,,,,
David Behrman,,,,
Dave Thompson,,,,
Medu Art Ensemble,,,,
Gaborone,,,,
Botswana,,,,
Georg Greger,German,,,
Philip Krumm,,,,
Larry Baldwin,,,,
Anna Halprin,,,,
René Block,German,,,
Vagelis Tsakiridis,,,,
Wolf Vostell,,,,
Jan Voss,,,,
Stefan Wewerka,,,,
Max Pechstein,,,,
Thomas Hamilton,,,,
Moorhead & Moorhead,est. 2000,,,
American Type Founders,est. 1892,,,
Tomasz Sarnecki,Polish,,,
Nicholas Kaufmann,,,,
Wilhelm Prager,,,,
Hans Werckmeister,,,,
Ewald André Dupont,,,,
Richard Eichberg,,,,
Kurt Gerron,,,,
Rudolf Eickemeyer Jr.,American,,,
William A. Fraser,,,,
William D. Murphy,,,,
John E. Dumont,,,,
Emma Justine Farnsworth,American,,,
William B. Dyer,,,,
Rose Clark,American,,,
Elizabeth Flint Wade,American,,,
Emilie V. Clarkson,American,,,
Louis Emerman,American,,,
Stan VanDerBeek,,,,
Francis Carco,,,,
Prokop,,,,
SUPERFLEX,Danish,,,
Niels Borch Jensen Værksted for Koppertryk,,,,
W. Doessler,,,,
Ottheinrich Strohmeyer,,,,
Arthur Segal,,,,
Herbert Anger,German,,,
Waldemar Ohly,,,,
Conrad Felixmüller,,,,
Josef Capek,,,,
Erich Gehre,,,,
A. Krapp,German,,,
Otto Beyer,,,,
Leipzig/Berlin,,,,
Raoul Hausmann,,,,
Karl Otten,,,,
Karl Jacob Hirsch,,,,
Jakob Goldbaum,,,,
Marie Rosalie (Mitzi) Friedmann-Otten,,,,
Georg Tappert,,,,
Ines Wetzel,,,,
Stefan Szmai,1893–1974,,,
Lisa Pasedag,,,,
E. Anger,,,,
Eugen Hoffmann,,,,
Willi Tegtmeier,German,,,
Rüdiger Berlit,,,,
Franz Schulze,,,,
Lonni Ideler,,,,
Emil Maetzel,,,,
Max Schwimmer,,,,
Oskar Birckenbach,,,,
Georg Arndt,German,,,
Bruno W. Reimann,,,,
Eugen Maria Karpf,,,,
Hans Kappler,German,,,
Lettie A. Allen,,,,
Elizabeth Hallenbeck,,,,
Abbie Herrick,,,,
Mary Ethel Thompson,,,,
Auguste Cohn,,,,
Ella Steigelman,American,,,
Rose A. Craigan,,,,
Stella C. Salisbury,,,,
Dorothy Sullivan,,,,
Whitney Nolte,,,,
Elva L. Brownson,,,,
Grace A. Snyder,,,,
M. A. Dillon,,,,
Edith M. Barber,,,,
Fannie E. Kachline,American,,,
Margaret Heeps,,,,
B. Ferrari,,,,
Florence E. Piper,,,,
Mahthilde Evans,,,,
Colombini & Guzzetti,,,,
TEMPT1,American,,,
Interaction Research Studio,UK,,,
Goldsmiths,est. 1891,,,
PIKO,,,,
Sonneberg,,,,
Akira Ikeda Gallery,,,,
Patrick Blackwell,,,,
Jan Sanders,,,,
Robert De Boeck,1944–1999,,,
Maria Gilssen,,,,
Unknown,,,,
Frederick Markus,American,,,
Paul Nocka,,,,
Emmett Williams,,,,
Bob Sheff,,,,
Emily Sundblad,,,,
Stefan Tcherepnin,,,,
John Cavanaugh,,,,
Fabrice Mory,,,,
Jean de Calduin,,,,
Ralph Thomas Ward (Corkie),,,,
ATBAT,,,,
Herbert Spencer,,,,
Ernst Thormahlen,,,,
X3 Studios,,,,
Mick Haggerty,American,,,
Fallout Productions,,,,
Chris Gabrin,British,,,
Top O'Graphic,,,,
Anna Persiani,,,,
Winston Smith,,,,
D.B. Glen,,,,
Karl Klefisch,German,,,
Günther Fröhling,German,,,
Bob Heimall,American,c.194,,
Brian Davis,,,,
Philip Cushway,,,,
John Holmstrom,American,,,
Spencer Drate,,,,
Danny Fields,,,,
Shane McGowan,,,,
Kate Simon,,,,
Vivienne Westwood,,,,
Ray Stevenson,,,,
M. Hirsch,,,,
John Varnom,,,,
Mark Perry,,,,
Julia Gorton,American,,,
David Arnoff,,,,
Andy Vella,,,,
Peter Kodick (Peter Gravelle),British,,,
Pennie Smith,,,,
Olivier Debroise,,,,
Beca Lipscombe,,,,
Catriona Duffy,,,,
Lucy McEachan,,,,
Roc Caivano,American,,,
Irving Rapper,1898–1999,,,
Bob Rogers,,,,
Jonathan Parker,,,,
Peter Sillen,American,,,
William Deeke,,,,
Gail Dianna Schlaifer,American,,,
Larry Carty,,,,
Mary Beams,,,,
U.S. Navy,American,,,
Donna Cameron,American,,,
Gorgona artists group,,,,
Jonathan Bloom,,,,
Sara Petty,,,,
Ringl + Pit,German,,,
John Newsom,,,,
William Villalongo,,,,
John Haugse,,,,
raumlaborberlin,,,,
George Griffin,American,,,
Barry Caillier,American,,,
Rainer Geis,German,,,
Anthony Tennant,,,,
Bob Carlson,,,,
Dick Rickard,,,,
Seymour Kneitel,1908–1964,,,
Frank Endres,,,,
Tom Golden,,,,
Graham Place,,,,
Alfred Caldwell,American,,,
Patricia Cardoso,Colombian,,,
Rebecca Cammisa,,,,
Rob Fruchtman,,,,
Helmut Kronberger,,,,
Edison Company,founded 1899,,,
Roland Kayn,,,,
Milko Kelemen,born 1924,,,
Doshi Levien,est. 2000,,,
Jonathan Levien,,,,
Michael Manfredi,American,,,
Marion Weiss,American,,,
Decca Records,founded 1929,,,
Junshi Nakamichi,,,,
Donald Goddard,,,,
Katô Tarô,Japanese,,,
Suihara Masami,Japanese,,,
Ei Arakawa,,,,
Oliver Chanarin,,,,
Susana Blaustein Muñoz,Argentine,,,
DAS INSTITUT,,,,
LIZZIE FITCH/RYAN TRECARTIN,,,,
Sohei Hashimoto,,,,
Favianna Rodriguez,,,,
Roger Peet,,,,
Chelsea Peil,,,,
Jesus Barraza,,,,
Colectivo Cordyceps,,,,
Nobodycorp Internationale Unlimited,,,,
Lindsay Starbuck,,,,
Joe Thompson,,,,
Ronnie Goodman,,,,
Occupy Design,,,,
Mark Miller,,,,
Lopi,,,,
John Langdon,,,,
Cactus,,,,
Fahmi Reza,,,,
Santana,,,,
Josh MacPhee,American,,,
Keith Lowe,,,,
Marx Aviano,,,,
Sebastian Marchal,,,,
Thomas Lanigan-Schmidt,,,,
David Lowenstein,,,,
Renan,Spanish,,,
JoAnn Carney,,,,
Wila,Spanish,,,
NIKE,,,,
Teresa Prata,Portuguese,,,
"Lyle Rains,British,,,
Dave Theurer,American,,,
Emanuel Rossetti,,,,
Urbanski,,,,
Michael C. Gross,,,,
Leonard Soned,,,,
Miguel Galas S.A.,,,,
Mexico City,,,,
Michael Putnam,,,,
Francisco Uribe,,,,
Matt Mullican,,,,
Joseph Gone,,,,
Paul McMahon,,,,
David McMahon,,,,
Nancy Radloff,,,,
Wharton Tiers,,,,
Mario Rizzi,Italian,,,
Ilisa Barbash,American,,,
Katie Flesicher,American,,,
Eugen Schüfftan,American,Poland,,
René Magritte,,,,
Ricki Stern,American,,,
Anne Sundberg,American,,,
Unknown Designer - East German,,,,
Lance Wyman,Mexican,,,
Huberto Batis,,,,
Eduardo Terrazas,,,,
Miguel Cervantes,,,,
Ricardo Verdoni,,,,
Beatrice Trueblood,,,,
Jeff Wall,,,,
Kitty Byrne,,,,
Colin Griffiths,,,,
Danice McLeod,,,,
Frank Ramirez,,,,
David Wisdom,,,,
Istvan Anhalt,,,,
Reginald Daniel,,,,
Charlotte Moorman,,,,
Max Neuhaus,,,,
R.C. Lummis,,,,
M. M. Sondhi,,,,
János Kender,,,,
Susannah C. Drake,,,,
Ann Demeulemeester,,,,
Rodney Graham Band,,,,
Rodney Graham,,,,
Antonio Puente,Venezuelan,,,
Pezo von Ellrichshausen,est. 2002,,,
Emilio Soyer,Peruvian,,,
School of Architecture,established 1952,,,
Catholic University of Valparaiso,,,,
Olivier Mosset,,,,
John McGreer,American,,,
H. H. French Studios,American,,,
Powell & Co.,American,,,
Basel,,,,
M/M Paris,est. 1992,,,
Relative Wave,est. 2009,,,
Kodama Studios,est. 2011,,,
Touch Press,est. 2010,,,
John F. Simon,,,,
OpenEnded Group,,,,
Lutz Bacher,,,,
Raymond Pettibon,,,,
Simon Fujiwara,born 1982,,,
Vit Mach,,,,
Sonia Švecová,,,,
Jan Trtílek,,,,
Reginald Daniels,,,,
David Johnson,,,,
John McDowell,,,,
Dick Higgins,,,,
Candy Kugel,,,,
Lesley Keene,,,,
Felix Partz,Canadian,,,
Jorge Zontal,,,,
Carlos Sallaberry,Argentine,,,
Felipe Tarsitano,Argentine,,,
Ignacio Petchersky,Argentine,,,
Carlos Libedinsky,Argentine,,,
Antonio Diaz,Argentine,,,
Rao,,,,
Flora Manteola,Argentine,,,
Javier Sánchez Gómez,Argentine,,,
Justo Solsona,,,,
Damián Vinson,Argentine,,,
Hans Poelzig,,,,
Bob,,,,
G. Darré,,,,
Durvis,,,,
Henri Fille,,,,
Heidbrinck,,,,
V. Ber,,,,
Gravelle,,,,
Martel,,,,
Josef Albers,,,,
Joseph Beuys,,,,
Albrecht D.,,,,
Albert Oehlen,,,,
Jacki Apple,,,,
Art & Language,,,,
Art Critics Orchestra,,,,
Jonathan Bepler,American,,,
David Bellingham,,,,
Jonathan Meese,,,,
Robert Wilson,,,,
David Byrne,,,,
Carl Byron,,,,
Carole Caroompas,,,,
Monte Cazazza,,,,
Billy Childish,,,,
Peter Doig,,,,
Joe Colley,,,,
Augusto Concato,,,,
Cranfield and Slade,,,,
Brady Cranfield,,,,
Kathy Slade,,,,
Laura Graham,,,,
Mike Kelley,,,,
Liz Larner,,,,
Richie Lee,,,,
Stephen Prina,,,,
Eddie Ruscha,,,,
Jim Shaw,,,,
Martine Tomczyk,,,,
Lee Ranaldo,,,,
Dave Dyment,,,,
Bruce Fier,,,,
Sylvie Fleury,,,,
Bill Fontana,,,,
Forcefield,,,,
Bob George,,,,
Paul McCarthy,,,,
Dave Muller,,,,
Henrik Håkansson,,,,
Gerald Jupitter-Larsen,,,,
The Haters,,,,
Keith Allen,,,,
Damien Hirst,,,,
Alex James,,,,
Charles Wilp,,,,
Christina Kubisch,,,,
Fabrizio Plessi,,,,
Katalin Ladik,,,,
"Richard ""Dickie"" Landry",,,,
Languis,,,,
Alejandro Cohen,,,,
Marcos Chloca,,,,
Yoko Ono,,,,
Lunk,,,,
Ingram Marshall,,,,
Pauline Oliveros,,,,
Manuel Rocha,,,,
Martin Creed,,,,
Adam McEwan,,,,
Keiko Owada,,,,
Charlemagne Palestine,,,,
Art Byington,,,,
Dave Markey,,,,
Abby Normal,,,,
Bidner / Martinek,,,,
John Lennon,,,,
Tony Oursler,,,,
Stephen Vitiello,,,,
Bill Wintersole,,,,
Zoe Pettijohn,,,,
Cathy,,,,
Princess,,,,
Bad News,,,,
Linda Post,,,,
Dike Blair,,,,
Robert Rauschenberg,,,,
Gerhard Richter,,,,
Björn Roth,,,,
Toshio Sasaki,Various,,,
The Sets,,,,
Dave Stewart,,,,
Technology Will Save Us,est. 2012,,,
QUAD Electroacoustics,,,,
Huntingdon,,,,
Jake Tilson,,,,
Nikolaus Urban,,,,
Lejaren Hiller,,,,
Ben Johnston,,,,
Henri Pousseur,,,,
Steve Reich,,,,
Mediated Matter Group,est. 2010,,,
Edwin Middleton,,,,
T. Hayes Hunter,,,,
Gerhard Rühm,,,,
Oswald Wiener,,,,
Richard ""Dickie"" Landry",,,,
Lawrence Weiner,,,,
Peter Gordon,,,,
The Persuasions,,,,
Reese Williams,,,,
Erwin Wurm,,,,
Thomas Zipp,,,,
Jerome Kuhl,,,,
Epic Records,founded 1953,,,
Columbia Records,founded 1888,,,
Prestige Records,founded 1949,,,
James Shaw,British,,,
Miguel Ángel Salgado,Mexican,,,
Sony Electronics,est. 1946,,,
Philips & Co.,est. 1891,,,
Eindhoven,,,,
the Netherlands,,,,
Technics,,,,
Secaucus,,,,
Japan Victor Corporation (JVC),,,,
Jean-Paul Goude,,,,
Harvest Records,founded 1969,,,
Capitol Records,founded 1942,,,
Richard Polak,founded 1959,,,
Island Records,,,,
Parlophone Records,founded 1896,,,
Tony Lane,,,,
Chris Frantz,,,,
Blue Note Records,est. 1939,,,
Reaction Records,founded 1966,,,
Ben Kelly,British,,,
Factory Records,est. 1978,,,
Manchester,,,,
Folkways Records,est. 1948,,,
Donald Smith,American,,,
Cook Laboratories Records,founded 1952,,,
Glenn O'Brien,founded 1959,,,
Virgin Records,founded 1972,,,
Rolling Stones Records,founded 1970,,,
Henri Fantin-Latour,,,,
Atlantic Records,founded 1947,,,
Pictorial Productions,Mount,NY,,
Tony Meeviwiffen,founded 1929,,,
Arista Records,founded 1974,,,
Bob Seidmann,American,,,
Mick Milligan,founded 1955,,,
ATCO Records,,,,
Jimmy Garcia,founded 1966,,,
Sire Records,,,,
F-Beat Records,est. 1979,,,
Stiff Records,est. 1976,,,
Charles E. Murphy,American,,,
Command Records,est. 1959,,,
Gavin Cochrane,British,,,
Warner Bros. Records,founded 1958,,,
Michael Hodgson,British,,,
Adelle Lutz,founded 1966,,,
Julia Murdoch,British,,,
Arduino SA,,,,
Jochen Krüger,,,,
Keith Sonnier,,,,
Formafantasma,est. 2009,,,
G Ateliers Architecture,est. 2006,,,
Dan Dongeun Huh,,,,
Boston Children's Hospital,,,,
Free Art and Technology Lab,est. 2007,,,
Sy-Lab,est. 2007,,,
The Living,,,,
Creative Commons,,,,
Jeff Ayeroff,,,,
Annie Leibovitz,,,,
Hubert Kretzschmar,,,,
Christian Piper,,,,
Eloise Vega Smith,,,,
Robert Fisher,American,,,
Kirk Weddle,American,,,
Peter Corriston,,,,
Mike Doud,,,,
Sam Suliman,,,,
Ecovative,,,,
Brian Griffin,,,,
Keith Morris,,,,
Static Kling,,,,
J. Edith Wise,American,,,
Charles Baldwin,,,,
Lawrence Berkeley National Laboratory,,,,
University of California,,,,
Gary Anderson,,,,
Hermano Gabriel Guarda,Chilean,,,
Hermano Martin Corréa,Chilean,,,
Alicja Szubert-Olszewska,Polish,,,
W. Pawelec,Polish,,,
Piotr Tofil,Polish,,,
Alek Januszewski,Polish,,,
John Paul Endress,American,,,
Arnold Rosenberg,,,,
Jim Houghton,,,,
Will Bankhead,British,,,
Dean Chalkley,British,,,
Richard Davis,,,,
Tom Hingston,British,,,
Chris D.,,,,
Péter Nagy,Hungarian,,,
Chris Mathan,,,,
Marijke Koger-Dunham,Dutch,,,
Simon Posthuma,Dutch,,,
Kain May,Polish,,,
Gerard Huerta,American,,,
Sonja Hennersdorf,,,,
Jochen Wermann,,,,
Vox Pop,,,,
Powertrip,,,,
Kindled Imagination,,,,
Artless Entanglements,,,,
Sharp Corners,,,,
Minutemen,USA,,,
Ken Starkey,,,,
Slivers,,,,
Saccharine Trust,,,,
The Nig-Heist,,,,
Overkill,USA,,,
Anti,USA,1980's,,
Marshall Mellow,,,,
Carl Stone,,,,
Doo-Dooettes,,,,
Zurich 1916,,,,
Tone Deaf,,,,
Debt Of Nature,,,,
Super Session,,,,
Dim Stars,USA,1990's,,
Eugene Chadbourne,,,,
Controlled Bleeding,,,,
Skullflower,,,,
Blank,,,,
Nelson Tarpenny,,,,
Circle One,USA,,,
Roy Lichtenstein Foundation,,,,
Kiichi Kobayashi,,,,
Hiroshi Kawatu,,,,
Joseph Schwartz,American,1913-2015,,
Robert Wittmann,,,,
