Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Title page from the portfolio HUNGRY GHOSTS,(Dec,Lithograph |  printed in color,46.2,35.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76785
Hungry Ghosts,Octo,Twelve lithographs,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76786
Untitled from the portfolio Hungry Ghosts,Dece,Lithograph,45.7,35.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76787
Untitled from the portfolio Hungry Ghosts,Janu,Lithograph,44.9,35.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76788
Colophon page from the portfolio Hungry Ghosts,Janu,Lithograph,46,35.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76789
Untitled from the portfolio Hungry Ghosts,Nove,Lithograph,43.5,32.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76790
Untitled from the portfolio Hungry Ghosts,Nove,Lithograph,41.2,30.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76791
Untitled from the portfolio Hungry Ghosts,Octo,Lithograph,43.4,33.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76792
Untitled from the portfolio Hungry Ghosts,Nove,Lithograph,44.2,34.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76793
Untitled from the portfolio Hungry Ghosts,Dece,Lithograph,46.2,35.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76794
Untitled from the portfolio Hungry Ghosts,Nove,Lithograph,40.8,33.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76795
Untitled from the portfolio Hungry Ghosts,Dece,Lithograph,44.8,28.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76796
Untitled from the portfolio Hungry Ghosts,Dece,Lithograph,45.9,35.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76797
SHRINE,(Jul,Lithograph |  printed in color,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76803
SOUVENIR,(Aug,Lithograph |  printed in black,50.8,41.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76806
Untitled,(Aug,Lithograph |  printed in color,50.4,37,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76808
POSTER,(Aug,Lithograph |  printed in color,50.4,40.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76811
TWO SONS (Deux fils),(Oct,Lithograph |  printed in color,60.9,46.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76814
MAN WITH HAT,(Oct,Lithograph |  printed in black,55.7,45.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76817
GHOST,(Oct,Lithograph |  printed in black,56,46.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76820
WOMAN,(Oct,Lithograph |  printed in black,56,46.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76823
WOMAN,(Oct,Lithograph |  printed in color,55.8,46,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76826
GHOST,(Oct,Lithograph |  printed in color,55.9,45.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76829
PROFILE OF A MAN,(Oct,Lithograph |  printed in black,56.2,45.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76832
GHOST,(Oct,Lithograph |  printed in color,47,45.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76835
HEAD,(Nov,Lithograph |  printed in black,42,30.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76838
MASK,(Oct,Lithograph |  printed in color,55.9,46,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76841
PROFILE OF A MAN,(Oct,Lithograph |  printed in color,55.7,46,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76844
MOON FACE,(Oct,Lithograph |  printed in black,36.2,27.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76847
Portrait,(191,Woodcut,null,null,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,76849
TRANSPARENT MAN,(Nov,Lithograph |  printed in black,67.3,48.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76850
HEAD OF COLOSSUS,(Nov,Lithograph |  printed in color,55.9,45.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76853
HEAD,(Nov,Lithograph |  printed in black,31.6,22.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76856
HEAD,(Nov,Lithograph |  printed in black,23.2,31.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76859
HEAD,(Nov,Lithograph |  printed in black,26.2,28.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76862
MAN AT THE DOOR,(Oct,Lithograph |  printed in color,55.9,45.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76865
VARIATIONS ON A MAN #1,(Nov,Lithograph |  printed in color,93,66.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,76868
HEAD OF COLOSSUS,(Nov,Lithograph |  printed in black,55.8,45.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76870
MAN IN THE SUN,(Nov,Lithograph |  printed in color,56,45.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76873
PERSONAGE IN A CAVE,(Oct,Lithograph |  printed in color,91.2,67.1,null,,Print,Prints & Illustrated Books,1969,N,76876
FULL MOON,(Nov,Lithograph |  printed in color,56.6,76.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76879
Variations on a Man #3 (Variaciones sobre un Hombre #3),(Nov,Lithograph |  printed in black,93,67.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76882
VARIATIONS ON A MAN #2,(Nov,Lithograph |  printed in color,97.6,71.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76884
MAN IN THE DOOR #2,(Nov,Lithograph |  printed in black,55.7,46,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76886
HALF-MOON,(Dec,Lithograph |  printed in black,30.8,38.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76888
Title page from the series HOLLYWOOD HONEYMOON,(Oct,Lithograph |  printed in black,68.3,80.4,null,,Print,Prints & Illustrated Books,1969,N,76890
HOLLYWOOD HONEYMOON,(Sep,Ten lithographs |  printed in color and in black,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76891
Colophon page from the series HOLLYWOOD HONEYMOON,(Oct,Lithograph |  printed in color,70.3,89.6,null,,Print,Prints & Illustrated Books,1969,N,76892
SUNSET STRIP from the series HOLLYWOOD HONEYMOON,(Sep,Lithograph |  printed in color,71.2,96.3,null,,Print,Prints & Illustrated Books,1969,N,76893
HOLLYWOOD STAR from the series HOLLYWOOD HONEYMOON,(Sep,Lithograph |  printed in color,71.1,96.6,null,,Print,Prints & Illustrated Books,1969,N,76894
DRAGON FROM CHINA SEA from the series HOLLYWOOD HONEYMOON,(Sep,Lithograph |  printed in black,71.5,96.6,null,,Print,Prints & Illustrated Books,1969,N,76895
MOONLIGHT ICE CREAM from the series HOLLYWOOD HONEYMOON,(Sep,Lithograph |  printed in color,71.4,96.2,null,,Print,Prints & Illustrated Books,1969,N,76896
GREEN BOMBSHELL from the series HOLLYWOOD HONEYMOON,(Sep,Lithograph |  printed in color,71.2,96.3,null,,Print,Prints & Illustrated Books,1969,N,76897
BLACK ORPHEUS from the series HOLLYWOOD HONEYMOON,(Oct,Lithograph |  printed in black,70.9,96.5,null,,Print,Prints & Illustrated Books,1969,N,76898
DOUBLE BUBBLE GUM from the series HOLLYWOOD HONEYMOON,(Oct,Lithograph |  printed in color,71.1,96.3,null,,Print,Prints & Illustrated Books,1969,N,76899
HOLLYWOOD FREEWAY from the series HOLLYWOOD HONEYMOON,(Nov,Lithograph |  printed in color,71.1,96,null,,Print,Prints & Illustrated Books,1969,N,76900
Title page from the series FORTUNE KOOKIE,(Nov,Lithograph |  printed in color,38.4,50.6,null,,Print,Prints & Illustrated Books,1969,N,76903
FORTUNE KOOKIE,(Oct,Eight lithographs |  printed in black and in color,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76904
Untitled from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in color,39.5,50.9,null,,Print,Prints & Illustrated Books,1969,N,76905
RED THING from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in color,39.3,50.6,null,,Print,Prints & Illustrated Books,1969,N,76906
Untitled from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in black,39.5,50.7,null,,Print,Prints & Illustrated Books,1969,N,76907
Untitled from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in black,39.6,51,null,,Print,Prints & Illustrated Books,1969,N,76908
BLUE TANGO from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in color,34.8,46.9,null,,Print,Prints & Illustrated Books,1969,N,76909
Untitled from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in black,39.2,50.8,null,,Print,Prints & Illustrated Books,1969,N,76910
Colophon page from the series FORTUNE KOOKIE,(Oct,Lithograph |  printed in black,39.5,51.2,null,,Print,Prints & Illustrated Books,1969,N,76911
Untitled,(Jul,Lithograph |  printed in black,20.3,30.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,76919
Untitled,(Jul,Lithograph |  printed in color,35.7,24.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,76922
HALLEYVILLE,(Sum,Lithograph |  printed in black,89.4,62.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,76925
BROOKE WATSON II,(Sum,Lithograph |  printed in black,50.2,70.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,76928
COLFAX,(Sum,Lithograph |  printed in black,68.4,49.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,76931
Seated Woman,(191,Woodcut,null,null,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,76936
TAOS INDIAN,(Jun,Lithograph |  printed in black,45.2,15.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,76943
Cubist Head,(191,Woodcut,null,null,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,76945
Untitled,(Apr,Lithograph |  printed in color,51,50.9,null,,Print,Prints & Illustrated Books,1969,N,76980
Jelly Fish,Apri,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,77020
Untitled,(May,Lithograph |  printed in black,56,36,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77024
Untitled,(May,Lithograph |  printed in black,56,39.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77027
Untitled,(May,Lithograph |  printed in color,60.3,85.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77029
TRANSCON FLOATER,(Apr,Lithograph |  printed in color,30.4,30.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77035
INTERLOCK,(Apr,Lithograph |  printed in black,50.9,50.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77038
MULTIPLE MIRROR,(May,Lithograph |  printed in black,28.4,50.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77043
MAN-MEN 160,(May,Lithograph |  printed in black,44,69.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77045
Untitled from the portfolio DETAILS,(Feb,,35,36,null,,Print,Prints & Illustrated Books,1969,N,77049
DETAILS,(Feb,Eight lithographs |  printed in black,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77050
Untitled from the portfolio DETAILS,(Mar,,27.3,36.9,null,,Print,Prints & Illustrated Books,1969,N,77051
Untitled from the portfolio DETAILS,(Feb,,35.9,38.2,null,,Print,Prints & Illustrated Books,1969,N,77052
Untitled from the portfolio DETAILS,(Feb,,34,31.9,null,,Print,Prints & Illustrated Books,1969,N,77053
Untitled from the portfolio DETAILS,(Feb,,35,38.5,null,,Print,Prints & Illustrated Books,1969,N,77054
Untitled from the portfolio DETAILS,(Mar,,38.3,38.4,null,,Print,Prints & Illustrated Books,1969,N,77055
Untitled from the portfolio DETAILS,(Mar,,19.4,33.4,null,,Print,Prints & Illustrated Books,1969,N,77056
Untitled from the portfolio DETAILS,(Mar,,31.5,38.3,null,,Print,Prints & Illustrated Books,1969,N,77057
Untitled,(Feb,Lithograph,38.4,37.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,77064
Untitled,(Mar,Lithograph |  printed in color,37,70.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77082
Untitled,(Mar,Lithograph |  printed in black,56.5,76.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77086
Untitled,(Mar,Lithograph |  printed in black,55.5,86.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77096
MAN WOMAN,(Mar,Lithograph |  printed in black,73.3,56.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77102
A-PRINT,(Apr,Lithograph |  printed in black,32.1,44.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77105
B-PRINT,(Apr,Lithograph |  printed in black,32.3,45.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77108
C-PRINT,(Apr,Lithograph |  printed in color,51.9,72.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77110
Untitled,(May,Lithograph |  printed in color,73.4,54.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77113
Untitled,(May,Lithograph |  printed in color,73.7,53.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77116
Untitled,(May,Lithograph |  printed in color,73,53.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77119
PURPLE PASSION,(May,Lithograph |  printed in color,73.1,53.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77122
Untitled,(May,Lithograph |  printed in color,75.4,55.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77125
Untitled,(Jun,Lithograph |  printed in color,73.8,52.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77127
SMALL I,(May,Lithograph |  printed in color,37.3,55.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77129
Untitled,(May,Lithograph |  printed in color,74.2,54.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77131
Untitled,(May,Lithograph |  printed in black,76.2,56.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77134
SILVER HISPANO SUIZA,(May,Lithograph |  printed in color,74.3,54.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77135
Untitled,(May,Lithograph |  printed in color,72.9,53.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77137
STONY POINT,(May,Lithograph |  printed in color,73.5,53.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77139
Untitled,(May,Lithograph |  printed in color,73,53.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77142
Untitled,(May,Lithograph |  printed in color,73.7,53.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77144
Untitled,(Jun,Lithograph |  printed in color,73.8,53.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77147
Untitled,(May,Lithograph |  printed in color,73,52.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77150
Untitled,(May,Lithograph |  printed in color,73.6,52.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77153
Untitled,(Jun,Lithograph |  printed in color,73.3,53.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77156
Untitled,(Jun,Lithograph |  printed in color,73.4,53.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77158
Untitled,(Jun,Lithograph |  printed in color,73.3,42.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77160
Untitled,(Jun,Lithograph |  printed in color,73.2,53.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77163
Untitled,(Jun,Lithograph |  printed in color,73.5,53.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77165
PILE,(Jan,Lithograph |  printed in color,65,33.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77167
CHARADES,(Mar,Ten lithographs |  printed in black and in color,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77170
PALACE,(Mar,Lithograph |  printed in black,75.5,54.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77182
Fables,Janu,Twelve lithographs,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77185
LANDSCAPE,(Jan,Lithograph |  printed in color,41.5,61.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77200
MEDUSA,(May,Lithograph |  printed in black,56.8,64.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77206
KABUKI,(May,Lithograph |  printed in black,53,58.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77208
ROD RANDOM,(May,Lithograph |  printed in color,44.4,68.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77210
Grand Hotel,(May,Lithograph,47.1,66,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77212
EVENING,(May,Lithograph |  printed in color,32.5,42.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77214
LOVE,(May,Lithograph |  printed in color,73.5,56.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77215
THE WINDOW,(May,Lithograph |  printed in color,56.6,56.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77216
FLIGHT,(May,Lithograph |  printed in black,53.3,72,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77218
FAMILY,(Jun,Lithograph |  printed in black,33.6,59.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77219
CIRCUS,(Jun,Lithograph |  printed in color,53.7,68.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77220
THE MAZE,(May,Lithograph |  printed in black,54,76.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,N,77221
Desert Flower,Octo,Lithograph,55.9,70.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77237
Plane Tree Reversal,Sept,Lithograph,62.4,81.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77243
Plane Trees II,Sept,Lithograph,56.9,76.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77247
Aiko,Sept,Lithograph,51.2,31,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77249
Spring,Sept,Lithograph,57,76.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77251
Umakichi,Sept,Lithograph,75,51,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77285
Chrysanthemums,Sept,Lithograph,76.4,57,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77287
Chrysanthemums,Sept,Lithograph,76.1,56.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77295
Poppy,Octo,Lithograph,76.4,52.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77311
Pigeons on Cobblestones,Sept,Lithograph,59,89.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77313
Owl,Octo,Lithograph,61.4,89.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77334
Untitled,Octo,Lithograph,56.3,89.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77340
Nude,Octo,Lithograph,63.1,91.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77342
Madero,no d,Linoleum cut,null,null,null,Inter-American Fund,Print,Prints & Illustrated Books,1968,Y,77343
Nude,Octo,Lithograph,62.2,91.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77344
Owl II,Octo,Lithograph,53,76.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77348
Nasturtiums,Octo,Lithograph,57.2,76.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77352
Chair,Octo,Lithograph,105.1,75.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77354
Chair,Octo,Lithograph,105,75.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77356
Hudson,Octo,Lithograph,25.1,24.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77358
Henry and Adam,Octo,Lithograph,27.5,25.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77365
Paul,Octo,Lithograph,27.5,24.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77367
Title page from the portfolio Flowers,Octo,Lithograph,27.6,27.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77371
FLOWERS,(Oct,Twelve lithographs |  printed in color and in black,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77372
Untitled from the portfolio Flowers,Octo,Lithograph,28.4,28.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77373
Untitled from the portfolio Flowers,Octo,Lithograph,28.3,28.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77374
Colophon page from the portfolio Flowers,Octo,Lithograph,18.4,17.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77375
Untitled from the portfolio Flowers,Octo,Lithograph,25.2,26.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77376
Untitled from the portfolio Flowers,Octo,Lithograph,12.1,21.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77377
Untitled from the portfolio Flowers,Octo,Lithograph,18.3,20.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77378
Untitled from the portfolio Flowers,Octo,Lithograph,27.5,17.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77379
Untitled from the portfolio Flowers,Octo,Lithograph,18.6,19.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77380
Untitled from the portfolio Flowers,Octo,Lithograph,13.6,18.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77381
Untitled from the portfolio Flowers,Octo,Lithograph,26.6,20,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77382
Untitled from the portfolio Flowers,Octo,Lithograph,26.1,27.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77383
NOTHINGNESS,(Jul,Lithograph |  printed in color,55.4,77.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77385
NOTHING,(Jul,Lithograph |  printed in black,55.2,76.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77388
Title page from the portfolio 8 MONOCHROMES,(Dec,Lithograph |  printed in color,5.2,23.2,null,,Print,Prints & Illustrated Books,1974,N,77390
8 MONOCHROMES,(Nov,Ten lithographs |  printed in color,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77391
Colophon page from the portfolio 8 MONOCHROMES,(Dec,Lithograph |  printed in color,17.7,21.9,null,,Print,Prints & Illustrated Books,1974,N,77392
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,51,51.1,null,,Print,Prints & Illustrated Books,1974,N,77393
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,51,51,null,,Print,Prints & Illustrated Books,1974,N,77394
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,51.1,51.1,null,,Print,Prints & Illustrated Books,1974,N,77395
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,50.7,51.1,null,,Print,Prints & Illustrated Books,1974,N,77396
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,50.9,51,null,,Print,Prints & Illustrated Books,1974,N,77397
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,50.8,50.9,null,,Print,Prints & Illustrated Books,1974,N,77398
Untitled from the portfolio 8 MONOCHROMES,(Nov,Lithograph |  printed in color,50.6,50.8,null,,Print,Prints & Illustrated Books,1974,N,77399
Untitled from the portfolio 8 MONOCHROMES,(Dec,Lithograph |  printed in color,51.1,51.5,null,,Print,Prints & Illustrated Books,1974,N,77400
Celestial Wheel,(Nov,Lithograph |  printed in color,91.2,61.2,null,,Print,Prints & Illustrated Books,1974,N,77406
Horizontally Oriented,(Dec,Lithograph |  printed in color,53.6,99.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77418
LET'S BE LOVERS (Soyons amoureux),(Jul,Lithograph |  printed in color,69.3,33,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77430
EVOCATION,(Aug,Lithograph |  printed in black,80.4,58.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,77431
